pair_id,group,subclass,fov_width_ratio,fov_area_ratio
eval_MoTaTiZrHf-HEA-DDRX-900C_TEM_largeFOV-DislocationCharacterization_0#3,DislocationCharacterization,MoTaTiZrHf-HEA-DDRX-900C_TEM_largeFOV-DislocationCharacterization,1.00000,1.00000
eval_MoTaTiZrHf-HEA-DDRX-900C_TEM_largeFOV-DislocationCharacterization_0#4,DislocationCharacterization,MoTaTiZrHf-HEA-DDRX-900C_TEM_largeFOV-DislocationCharacterization,1.00000,1.00000
eval_MoTaTiZrHf-HEA-DDRX-900C_TEM_largeFOV-DislocationCharacterization_0#5,DislocationCharacterization,MoTaTiZrHf-HEA-DDRX-900C_TEM_largeFOV-DislocationCharacterization,1.00000,1.00000
eval_MoTaTiZrHf-HEA-DDRX-900C_TEM_largeFOV-DislocationCharacterization_0#6,DislocationCharacterization,MoTaTiZrHf-HEA-DDRX-900C_TEM_largeFOV-DislocationCharacterization,1.00000,1.00000
eval_MoTaTiZrHf-HEA-DDRX-900C_TEM_largeFOV-DislocationCharacterization_0#7,DislocationCharacterization,MoTaTiZrHf-HEA-DDRX-900C_TEM_largeFOV-DislocationCharacterization,1.00000,1.00000
eval_MoTaTiZrHf-HEA-DDRX-900C_TEM_largeFOV-DislocationCharacterization_0#8,DislocationCharacterization,MoTaTiZrHf-HEA-DDRX-900C_TEM_largeFOV-DislocationCharacterization,1.00000,1.00000
eval_MoTaTiZrHf-HEA-DDRX-900C_TEM_largeFOV-DislocationCharacterization_0#9,DislocationCharacterization,MoTaTiZrHf-HEA-DDRX-900C_TEM_largeFOV-DislocationCharacterization,1.00000,1.00000
eval_MoTaTiZrHf-HEA-DDRX-900C_TEM_largeFOV-DislocationCharacterization_0#10,DislocationCharacterization,MoTaTiZrHf-HEA-DDRX-900C_TEM_largeFOV-DislocationCharacterization,1.00000,1.00000
eval_MoTaTiZrHf-HEA-DDRX-900C_TEM_largeFOV-DislocationCharacterization_0#11,DislocationCharacterization,MoTaTiZrHf-HEA-DDRX-900C_TEM_largeFOV-DislocationCharacterization,1.00000,1.00000
eval_MoTaTiZrHf-HEA-DDRX-900C_TEM_largeFOV-DislocationCharacterization_0#12,DislocationCharacterization,MoTaTiZrHf-HEA-DDRX-900C_TEM_largeFOV-DislocationCharacterization,1.00000,1.00000
eval_MoTaTiZrHf-HEA-DDRX-900C_TEM_largeFOV-DislocationCharacterization_0#13,DislocationCharacterization,MoTaTiZrHf-HEA-DDRX-900C_TEM_largeFOV-DislocationCharacterization,1.00000,1.00000
eval_MoTaTiZrHf-HEA-DDRX-900C_TEM_largeFOV-DislocationCharacterization_0#14,DislocationCharacterization,MoTaTiZrHf-HEA-DDRX-900C_TEM_largeFOV-DislocationCharacterization,1.00000,1.00000
eval_MoTaTiZrHf-HEA-DDRX-900C_TEM_largeFOV-DislocationCharacterization_0#15,DislocationCharacterization,MoTaTiZrHf-HEA-DDRX-900C_TEM_largeFOV-DislocationCharacterization,1.00000,1.00000
eval_MoTaTiZrHf-HEA-DDRX-900C_TEM_largeFOV-DislocationCharacterization_0#16,DislocationCharacterization,MoTaTiZrHf-HEA-DDRX-900C_TEM_largeFOV-DislocationCharacterization,1.00000,1.00000
eval_MoTaTiZrHf-HEA-DDRX-900C_TEM_largeFOV-DislocationCharacterization_0#17,DislocationCharacterization,MoTaTiZrHf-HEA-DDRX-900C_TEM_largeFOV-DislocationCharacterization,1.00000,1.00000
eval_Ta-AM-Spalled_SEM-BSE_EBSD_SameSliceSerialSectioning_0#0,SerialSectioning,Ta-AM-Spalled_SEM-BSE_EBSD_SameSliceSerialSectioning,0.62559,0.57048
eval_Ta-AM-Spalled_SEM-BSE_EBSD_SameSliceSerialSectioning_0#1,SerialSectioning,Ta-AM-Spalled_SEM-BSE_EBSD_SameSliceSerialSectioning,0.62559,0.57048
eval_Ta-AM-Spalled_SEM-BSE_EBSD_SameSliceSerialSectioning_0#2,SerialSectioning,Ta-AM-Spalled_SEM-BSE_EBSD_SameSliceSerialSectioning,0.62559,0.57048
eval_Ta-AM-Spalled_SEM-BSE_EBSD_SameSliceSerialSectioning_1#0,SerialSectioning,Ta-AM-Spalled_SEM-BSE_EBSD_SameSliceSerialSectioning,0.62559,0.55227
eval_Ta-AM-Spalled_SEM-BSE_EBSD_SameSliceSerialSectioning_1#1,SerialSectioning,Ta-AM-Spalled_SEM-BSE_EBSD_SameSliceSerialSectioning,0.62559,0.55227
eval_Ta-AM-Spalled_SEM-BSE_EBSD_SameSliceSerialSectioning_1#2,SerialSectioning,Ta-AM-Spalled_SEM-BSE_EBSD_SameSliceSerialSectioning,0.62559,0.55227
eval_Ta-AM-Spalled_SEM-BSE_EBSD_SameSliceSerialSectioning_2#0,SerialSectioning,Ta-AM-Spalled_SEM-BSE_EBSD_SameSliceSerialSectioning,0.62559,0.55227
eval_Ta-AM-Spalled_SEM-BSE_EBSD_SameSliceSerialSectioning_2#1,SerialSectioning,Ta-AM-Spalled_SEM-BSE_EBSD_SameSliceSerialSectioning,0.62559,0.55227
eval_Ta-AM-Spalled_SEM-BSE_EBSD_SameSliceSerialSectioning_2#2,SerialSectioning,Ta-AM-Spalled_SEM-BSE_EBSD_SameSliceSerialSectioning,0.62559,0.55227
eval_Ti3AlC2-MAX-Phase_TEM_DislocationCharacterization_0#0,DislocationCharacterization,Ti3AlC2-MAX-Phase_TEM_DislocationCharacterization,0.99659,0.99659
eval_Ti3AlC2-MAX-Phase_TEM_DislocationCharacterization_0#1,DislocationCharacterization,Ti3AlC2-MAX-Phase_TEM_DislocationCharacterization,0.99660,0.99660
eval_Ti3AlC2-MAX-Phase_TEM_DislocationCharacterization_0#2,DislocationCharacterization,Ti3AlC2-MAX-Phase_TEM_DislocationCharacterization,0.60508,0.36863
eval_TRIP1-Bainitic_LOM_SEM_EBSD_Multiscale_0#0,Multiscale,TRIP1-Bainitic_LOM_SEM_EBSD_Multiscale,0.93191,0.92886
eval_TRIP1-Bainitic_LOM_SEM_EBSD_Multiscale_0#1,Multiscale,TRIP1-Bainitic_LOM_SEM_EBSD_Multiscale,0.99423,0.97364
eval_TRIP1-Bainitic_LOM_SEM_EBSD_Multiscale_0#2,Multiscale,TRIP1-Bainitic_LOM_SEM_EBSD_Multiscale,0.96694,0.91905
eval_TRIP1-Bainitic_LOM_SEM_EBSD_Multiscale_0#3,Multiscale,TRIP1-Bainitic_LOM_SEM_EBSD_Multiscale,0.48868,0.24568
eval_TRIP1-Bainitic_LOM_SEM_EBSD_Multiscale_0#4,Multiscale,TRIP1-Bainitic_LOM_SEM_EBSD_Multiscale,0.48665,0.24353
eval_TRIP1-Bainitic_LOM_SEM_EBSD_Multiscale_0#5,Multiscale,TRIP1-Bainitic_LOM_SEM_EBSD_Multiscale,0.48556,0.24299
eval_TRIP1-Bainitic_LOM_SEM_EBSD_Multiscale_0#6,Multiscale,TRIP1-Bainitic_LOM_SEM_EBSD_Multiscale,0.48556,0.24299
eval_X2CrNi12-Ferritic_SEM-SE-Stitch_EBSD_Fatigue-SameSlice_0#0,SameSlice,X2CrNi12-Ferritic_SEM-SE-Stitch_EBSD_Fatigue-SameSlice,0.99115,0.99273
eval_X2CrNi12-Ferritic_SEM-SE-Stitch_EBSD_Fatigue-SameSlice_0#1,SameSlice,X2CrNi12-Ferritic_SEM-SE-Stitch_EBSD_Fatigue-SameSlice,0.88239,0.76169
eval_X2CrNi12-Ferritic_SEM-SE-Stitch_EBSD_Fatigue-SameSlice_0#2,SameSlice,X2CrNi12-Ferritic_SEM-SE-Stitch_EBSD_Fatigue-SameSlice,0.88239,0.76169
eval_X2CrNi12-Ferritic_SEM-SE-Stitch_EBSD_Fatigue-SameSlice_0#3,SameSlice,X2CrNi12-Ferritic_SEM-SE-Stitch_EBSD_Fatigue-SameSlice,0.87458,0.75616
eval_X2CrNi12-Ferritic_SEM-SE-Stitch_EBSD_Fatigue-SameSlice_0#4,SameSlice,X2CrNi12-Ferritic_SEM-SE-Stitch_EBSD_Fatigue-SameSlice,0.87458,0.75616
